일시,province,시군구명칭,약품구분,예측수량,학습모델,학습방법
2026-03,서울,강동구,항히스타민제,2257813.0227614776,릿지회귀,배깅
2026-03,서울,강북구,항히스타민제,853005.8527378509,릿지회귀,배깅
2026-03,서울,강서구,항히스타민제,2297599.690182192,릿지회귀,배깅
2026-03,서울,관악구,항히스타민제,1263421.965496733,릿지회귀,배깅
2026-03,서울,광진구,항히스타민제,1070882.855652377,릿지회귀,배깅
2026-03,서울,구로구,항히스타민제,1568716.0700971514,릿지회귀,배깅
2026-03,서울,금천구,항히스타민제,664704.0398560131,릿지회귀,배깅
2026-03,서울,노원구,항히스타민제,1937661.1921907696,릿지회귀,배깅
2026-03,서울,도봉구,항히스타민제,1054408.0590414954,릿지회귀,배깅
2026-03,서울,동대문구,항히스타민제,1550427.531860058,릿지회귀,배깅
2026-03,서울,동작구,항히스타민제,1216581.5530793702,릿지회귀,배깅
2026-03,서울,마포구,항히스타민제,1405374.8566982383,릿지회귀,배깅
2026-03,서울,서대문구,항히스타민제,1152258.0154784033,릿지회귀,배깅
2026-03,서울,서초구,항히스타민제,1598116.5918902403,릿지회귀,배깅
2026-03,서울,성동구,항히스타민제,966336.3111774313,릿지회귀,배깅
2026-03,서울,성북구,항히스타민제,1520432.2171656946,릿지회귀,배깅
2026-03,서울,송파구,항히스타민제,2878186.823174522,릿지회귀,배깅
2026-03,서울,양천구,항히스타민제,1579029.4222087923,릿지회귀,배깅
2026-03,서울,영등포구,항히스타민제,1761293.3745095546,릿지회귀,배깅
2026-03,서울,용산구,항히스타민제,599709.8664462289,릿지회귀,배깅
2026-03,서울,은평구,항히스타민제,1642873.138608802,릿지회귀,배깅
2026-03,서울,종로구,항히스타민제,862163.8936809892,릿지회귀,배깅
2026-03,서울,중구,항히스타민제,526844.9406283847,릿지회귀,배깅
2026-03,서울,중랑구,항히스타민제,1338347.50706419,릿지회귀,배깅
2026-04,서울,강남구,해열진통소염제,8049018.313121367,릿지회귀,배깅
2026-04,서울,강동구,해열진통소염제,6506258.28998527,릿지회귀,배깅
2026-04,서울,강북구,해열진통소염제,2620120.353353225,릿지회귀,배깅
2026-04,서울,강서구,해열진통소염제,5193133.493839999,릿지회귀,배깅
2026-04,서울,관악구,해열진통소염제,3267291.9006426088,릿지회귀,배깅
2026-04,서울,광진구,해열진통소염제,3106458.925778789,릿지회귀,배깅
2026-04,서울,구로구,해열진통소염제,3775570.751578952,릿지회귀,배깅
2026-04,서울,금천구,해열진통소염제,2177851.121494315,릿지회귀,배깅
2026-04,서울,노원구,해열진통소염제,4448371.055654717,릿지회귀,배깅
2026-04,서울,도봉구,해열진통소염제,2363863.639571314,릿지회귀,배깅
2026-04,서울,동대문구,해열진통소염제,3908896.9045918384,릿지회귀,배깅
2026-04,서울,동작구,해열진통소염제,3398394.136752933,릿지회귀,배깅
2026-04,서울,마포구,해열진통소염제,2535611.783783732,릿지회귀,배깅
2026-04,서울,서대문구,해열진통소염제,2881339.180126903,릿지회귀,배깅
2026-04,서울,서초구,해열진통소염제,4814026.930327099,릿지회귀,배깅
2026-04,서울,성동구,해열진통소염제,2773165.9223122504,릿지회귀,배깅
2026-04,서울,성북구,해열진통소염제,3430850.3560728948,릿지회귀,배깅
2026-04,서울,송파구,해열진통소염제,6223735.233127059,릿지회귀,배깅
2026-04,서울,양천구,해열진통소염제,3694837.0329888538,릿지회귀,배깅
2026-04,서울,영등포구,해열진통소염제,4522211.541705505,릿지회귀,배깅
2026-04,서울,용산구,해열진통소염제,1454903.9545642375,릿지회귀,배깅
2026-04,서울,은평구,해열진통소염제,4224634.41890313,릿지회귀,배깅
2026-04,서울,종로구,해열진통소염제,3248891.8320452524,릿지회귀,배깅
2026-04,서울,중구,해열진통소염제,1805589.3842551631,릿지회귀,배깅
2026-04,서울,중랑구,해열진통소염제,3484186.630016645,릿지회귀,배깅
2026-04,서울,강남구,진해거담제,5028174.188472111,릿지회귀,배깅
2026-04,서울,강동구,진해거담제,4893491.144140246,릿지회귀,배깅
2026-04,서울,강북구,진해거담제,1931217.7936139144,릿지회귀,배깅
2026-04,서울,강서구,진해거담제,4235174.471115654,릿지회귀,배깅
2026-04,서울,관악구,진해거담제,2593946.704087342,릿지회귀,배깅
2026-04,서울,광진구,진해거담제,2185674.855340109,릿지회귀,배깅
2026-04,서울,구로구,진해거담제,3741502.350791969,릿지회귀,배깅
2026-04,서울,금천구,진해거담제,1749766.3587745214,릿지회귀,배깅
2026-04,서울,노원구,진해거담제,3516933.1259649894,릿지회귀,배깅
2026-04,서울,도봉구,진해거담제,1995996.9991973876,릿지회귀,배깅
2026-04,서울,동대문구,진해거담제,2813018.6442415537,릿지회귀,배깅
2026-04,서울,동작구,진해거담제,2956168.2005634718,릿지회귀,배깅
2026-04,서울,마포구,진해거담제,2641250.7022576835,릿지회귀,배깅
2026-04,서울,서대문구,진해거담제,2564285.095396561,릿지회귀,배깅
2026-04,서울,서초구,진해거담제,3330335.3890163903,릿지회귀,배깅
2026-04,서울,성동구,진해거담제,2300273.2565175514,릿지회귀,배깅
2026-04,서울,성북구,진해거담제,3628337.756952005,릿지회귀,배깅
2026-04,서울,송파구,진해거담제,5116627.15591972,릿지회귀,배깅
2026-04,서울,양천구,진해거담제,3192000.038412853,릿지회귀,배깅
2026-04,서울,영등포구,진해거담제,3503655.4357829094,릿지회귀,배깅
2026-04,서울,용산구,진해거담제,996641.4316568852,릿지회귀,배깅
2026-04,서울,은평구,진해거담제,3236311.745807572,릿지회귀,배깅
2026-04,서울,종로구,진해거담제,1808387.8344277148,릿지회귀,배깅
2026-04,서울,중구,진해거담제,1307091.3084050894,릿지회귀,배깅
2026-04,서울,중랑구,진해거담제,2944208.559668753,릿지회귀,배깅
2026-04,서울,강남구,항히스타민제,2930170.957278585,릿지회귀,배깅
2026-04,서울,강동구,항히스타민제,2399383.989400861,릿지회귀,배깅
2026-04,서울,강북구,항히스타민제,906229.5182486114,릿지회귀,배깅
2026-04,서울,강서구,항히스타민제,2436774.166245965,릿지회귀,배깅
2026-04,서울,관악구,항히스타민제,1340370.659608592,릿지회귀,배깅
